Lat,Long,TempC,HumedadSuelo,HumedadRelativa
9.7,-85.15,24.5,,72.5
9.7,-85.1,24.1,0,70.2
9.7,-85.05,24.9,0,70.2
9.7,-85,25.4,,70.3
9.7,-84.95,26.8,,58.5
9.7,-84.9,27,,55
9.7,-84.85,27.1,,52.8
9.7,-84.8,27.2,,50.6
9.7,-84.75,27.1,,51.2
9.7,-84.7,26.8,,51.8
9.7,-84.65,25,,54.3
9.7,-84.6,22,0,41.6
9.7,-84.55,21.5,0,49.4
9.7,-84.5,21.1,0.502,57
9.7,-84.45,22.5,0.502,64.7
9.7,-84.4,20.3,0.491,56.2
9.7,-84.35,18.4,0.491,50.3
9.7,-84.3,19.6,0.652,57.9
9.7,-84.25,20.1,0.652,57.9
9.7,-84.2,16.1,0.669,48.1
9.7,-84.15,13.6,0.669,47.4
9.7,-84.1,13.4,0,47
9.7,-84.05,13,0,53.7
9.7,-84,12.9,0.39,59.3
9.7,-83.95,10.2,0.39,52.9
9.7,-83.9,9.5,0.649,53.5
9.7,-83.85,8.9,0.649,55.7
9.7,-83.8,11.8,0.931,71.9
9.7,-83.75,11.6,0.931,67.8
9.7,-83.7,12.8,1.001,64.1
9.7,-83.65,12.1,1.001,61.9
9.7,-83.6,14.1,0.974,55.5
9.7,-83.55,16.1,0.974,66
9.7,-83.5,13.8,0.863,72.8
9.7,-83.45,15.3,0.863,87.6
9.7,-83.4,13.2,0.863,71.7
9.7,-83.35,13.2,0.863,72.9
9.7,-83.3,11.4,0.976,85.7
9.7,-83.25,15.4,0.976,90.8
9.7,-83.2,17.9,0.906,99.6
9.7,-83.15,18.7,0.906,86.3
9.7,-83.1,21.1,0.846,87.8
9.7,-83.05,21.1,0.846,85.5
9.7,-83,21.4,0.913,81.8
9.7,-82.95,20.9,0.913,82
9.7,-82.9,20.8,0.947,82
9.7,-82.85,22.1,0.947,85
9.7,-82.8,23.5,,82
9.7,-82.75,23.8,,79.6
9.7,-82.7,24,,77.3
9.7,-82.65,24.3,,77.4
9.7,-82.6,24.5,,77.4
9.7,-82.55,24.7,,77.9
9.7,-82.5,24.8,,78.3
9.65,-86,26.7,,67.4
9.65,-85.95,26.7,,67.2
9.65,-85.9,26.8,,67
9.65,-85.85,26.8,,66.9
9.65,-85.8,26.8,,66.7
9.65,-85.75,26.8,,66
9.65,-85.7,26.8,,65.2
9.65,-85.65,26.7,,64.5
9.65,-85.6,26.7,,63.7
9.65,-85.55,26.7,,63.2
9.65,-85.5,26.7,,62.7
9.65,-85.45,26.7,,62
9.65,-85.4,26.7,,61.4
9.65,-85.35,26.7,,61.6
9.65,-85.3,26.6,,61.9
9.65,-85.25,26.5,,63.1
9.65,-85.2,26.5,,64.4
9.65,-85.15,24.2,,67.5
9.65,-85.1,24.4,0,66.5
9.65,-85.05,26.8,0,61.9
9.65,-85,26.9,,59.7
9.65,-84.95,27,,56.6
9.65,-84.9,27.1,,53.8
9.65,-84.85,27.2,,51.9
9.65,-84.8,27.3,,50.1
9.65,-84.75,27.2,,51.1
9.65,-84.7,27,,52.1
9.65,-84.65,25.6,,55.6
9.65,-84.6,24.5,0,54.7
9.65,-84.55,22.3,0,53.1
9.65,-84.5,23,0.502,55.9
9.65,-84.45,21.1,0.502,54.4
9.65,-84.4,22,0.491,58.5
9.65,-84.35,20.9,0.491,56.6
9.65,-84.3,22.4,0.652,64
9.65,-84.25,22.3,0.652,64.6
9.65,-84.2,19.3,0.669,56.5
9.65,-84.15,16.1,0.669,51.9
9.65,-84.1,15.4,0,53.6
9.65,-84.05,14.5,0,55.4
9.65,-84,14.1,0.39,59.2
9.65,-83.95,12.7,0.39,59.7
9.65,-83.9,10.9,0.649,61.3
9.65,-83.85,8,0.649,56.5
9.65,-83.8,8.6,0.931,70
9.65,-83.75,9.5,0.931,72.9
9.65,-83.7,8.1,1.001,65.3
9.65,-83.65,9.8,1.001,66.7
9.65,-83.6,8.8,0.974,61.5
9.65,-83.55,12.6,0.974,65.1
9.65,-83.5,12.9,0.863,67.5
9.65,-83.45,17.4,0.863,80.6
9.65,-83.4,13.1,0.863,78.5
9.65,-83.35,9.8,0.863,90.2
9.65,-83.3,14.2,0.976,78.5
9.65,-83.25,14.4,0.976,76.8
9.65,-83.2,15,0.906,78
9.65,-83.15,18.8,0.906,86.6
9.65,-83.1,19.2,0.846,81.2
9.65,-83.05,20.2,0.846,84.6
9.65,-83,18.8,0.913,65.9
9.65,-82.95,19.9,0.913,76.9
9.65,-82.9,19.3,0.947,76.8
9.65,-82.85,20.4,0.947,80.9
9.65,-82.8,22.1,,81.2
9.65,-82.75,21.9,,80.2
9.65,-82.7,23.4,,75.8
9.65,-82.65,23.6,,77.2
9.65,-82.6,23.8,,78.6
9.65,-82.55,24.2,,78.6
9.65,-82.5,24.6,,78.5
9.6,-86,26.8,,67.2
9.6,-85.95,26.8,,66.9
9.6,-85.9,26.8,,66.5
9.6,-85.85,26.8,,66.2
9.6,-85.8,26.8,,66
9.6,-85.75,26.8,,65.3
9.6,-85.7,26.8,,64.6
9.6,-85.65,26.8,,63.8
9.6,-85.6,26.8,,63.1
9.6,-85.55,26.9,,62.7
9.6,-85.5,26.9,,62.2
9.6,-85.45,26.9,,61.8
9.6,-85.4,27,,61.3
9.6,-85.35,26.9,,61
9.6,-85.3,26.9,,60.7
9.6,-85.25,26.8,,61.9
9.6,-85.2,26.8,,63
9.6,-85.15,26.8,,61.8
9.6,-85.1,25,,68.6
9.6,-85.05,27,,58.9
9.6,-85,27.1,,57.3
9.6,-84.95,27.2,,54.9
9.6,-84.9,27.3,,52.6
9.6,-84.85,27.3,,51.1
9.6,-84.8,27.3,,49.7
9.6,-84.75,27.3,,51
9.6,-84.7,27.1,,52.4
9.6,-84.65,26.7,,54.5
9.6,-84.6,23.8,0,62.1
9.6,-84.55,24.5,0,55.3
9.6,-84.5,22.7,0,52.8
9.6,-84.45,23.3,0,54.9
9.6,-84.4,21.9,0.002,57.9
9.6,-84.35,21.7,0.002,57.4
9.6,-84.3,22.6,0.465,59.6
9.6,-84.25,22.6,0.465,60.7
9.6,-84.2,17.4,0.825,52.8
9.6,-84.15,16.9,0.825,47.5
9.6,-84.1,17,0.737,51.9
9.6,-84.05,17,0.737,55.9
9.6,-84,14.4,0.99,57.2
9.6,-83.95,12.8,0.99,58.6
9.6,-83.9,9.7,0.987,56.6
9.6,-83.85,7.6,0.987,59.7
9.6,-83.8,7,0.782,70.2
9.6,-83.75,5.7,0.782,64.6
9.6,-83.7,8.6,0.666,77.4
9.6,-83.65,6.6,0.666,66.1
9.6,-83.6,6.8,0.713,64.5
9.6,-83.55,8.7,0.713,67
9.6,-83.5,14.6,0.884,70.6
9.6,-83.45,11,0.884,73.8
9.6,-83.4,7.2,0.848,67.3
9.6,-83.35,11.8,0.848,81
9.6,-83.3,13.1,0.636,65.6
9.6,-83.25,15.7,0.636,77.2
9.6,-83.2,19,0.983,92.4
9.6,-83.15,20.5,0.983,95.9
9.6,-83.1,19.6,0.937,87.6
9.6,-83.05,19.6,0.937,80.6
9.6,-83,19.7,0.929,75
9.6,-82.95,20.2,0.929,80
9.6,-82.9,19.9,0.695,78.1
9.6,-82.85,21.3,0.695,76.8
9.6,-82.8,21.9,0.95,74.2
9.6,-82.75,22.2,0.95,76
9.6,-82.7,21.6,0.643,76.4
9.6,-82.65,22.1,0.643,79.1
9.6,-82.6,23.1,0.417,79.8
9.6,-82.55,23.7,0.417,79.3
9.6,-82.5,24.4,,78.8
9.55,-86,26.8,,66.7
9.55,-85.95,26.8,,66.3
9.55,-85.9,26.8,,65.8
9.55,-85.85,26.9,,65.5
9.55,-85.8,26.9,,65.3
9.55,-85.75,26.9,,64.6
9.55,-85.7,26.9,,63.9
9.55,-85.65,26.9,,63.1
9.55,-85.6,26.9,,62.2
9.55,-85.55,27,,61.9
9.55,-85.5,27,,61.6
9.55,-85.45,27,,61.2
9.55,-85.4,27.1,,60.9
9.55,-85.35,27.1,,60.5
9.55,-85.3,27.1,,60
9.55,-85.25,27,,60.5
9.55,-85.2,27,,60.9
9.55,-85.15,27.1,,60.1
9.55,-85.1,27.1,,59.3
9.55,-85.05,27.2,,57.7
9.55,-85,27.2,,56.2
9.55,-84.95,27.3,,54.2
9.55,-84.9,27.4,,52.3
9.55,-84.85,27.4,,51.8
9.55,-84.8,27.4,,51.3
9.55,-84.75,27.3,,52.8
9.55,-84.7,27.1,,54.4
9.55,-84.65,26.8,,56.7
9.55,-84.6,26.5,,59.1
9.55,-84.55,25.2,,61.3
9.55,-84.5,24.5,,59.3
9.55,-84.45,23.9,,58.9
9.55,-84.4,23.3,0,58.9
9.55,-84.35,23.8,0,60.4
9.55,-84.3,23.6,0,62.1
9.55,-84.25,23.6,0,58.8
9.55,-84.2,22.9,0,56
9.55,-84.15,20.8,0,56.3
9.55,-84.1,19.3,0.119,54.4
9.55,-84.05,20.4,0.119,58.1
9.55,-84,17.6,0.704,61.9
9.55,-83.95,13.1,0.704,60.4
9.55,-83.9,10.6,1.003,59.3
9.55,-83.85,11.7,1.003,63.6
9.55,-83.8,9.5,0.817,60.5
9.55,-83.75,5.4,0.817,47.9
9.55,-83.7,8.1,0.76,58.2
9.55,-83.65,9.8,0.76,68.1
9.55,-83.6,7.3,0.642,61.2
9.55,-83.55,6.9,0.642,62.8
9.55,-83.5,6.9,0.78,66.3
9.55,-83.45,6.5,0.78,63.8
9.55,-83.4,9.3,0.877,80.3
9.55,-83.35,15.5,0.877,87.4
9.55,-83.3,15.1,0.834,87.7
9.55,-83.25,12.9,0.834,74.4
9.55,-83.2,12.5,0.845,74.2
9.55,-83.15,16.7,0.845,75.1
9.55,-83.1,17.1,0.809,71.5
9.55,-83.05,19.6,0.809,77.7
9.55,-83,21.2,0.986,79.7
9.55,-82.95,21.5,0.986,78
9.55,-82.9,21.2,1.021,76.7
9.55,-82.85,19.1,1.021,76
9.55,-82.8,18.1,0.853,76.7
9.55,-82.75,22,0.853,73.4
9.55,-82.7,22.2,0.947,74.4
9.55,-82.65,22.1,0.947,75.6
9.55,-82.6,22.5,1.004,74.9
9.55,-82.55,23,1.004,77.2
9.55,-82.5,23.5,,79.6
9.5,-86,26.9,,66.2
9.5,-85.95,26.9,,65.7
9.5,-85.9,26.9,,65.1
9.5,-85.85,26.9,,64.9
9.5,-85.8,26.9,,64.6
9.5,-85.75,26.9,,63.9
9.5,-85.7,27,,63.2
9.5,-85.65,27,,62.3
9.5,-85.6,27,,61.3
9.5,-85.55,27.1,,61.1
9.5,-85.5,27.1,,60.9
9.5,-85.45,27.1,,60.7
9.5,-85.4,27.2,,60.6
9.5,-85.35,27.2,,59.9
9.5,-85.3,27.2,,59.3
9.5,-85.25,27.2,,59.1
9.5,-85.2,27.2,,58.9
9.5,-85.15,27.3,,58.4
9.5,-85.1,27.3,,58
9.5,-85.05,27.4,,56.5
9.5,-85,27.4,,55.2
9.5,-84.95,27.5,,53.6
9.5,-84.9,27.5,,52
9.5,-84.85,27.5,,52.5
9.5,-84.8,27.4,,53
9.5,-84.75,27.3,,54.7
9.5,-84.7,27.2,,56.4
9.5,-84.65,27,,58.9
9.5,-84.6,26.8,,61.5
9.5,-84.55,26.4,,61.3
9.5,-84.5,26.1,,61
9.5,-84.45,25.7,,59
9.5,-84.4,25.3,0,57.1
9.5,-84.35,24.5,0,62.7
9.5,-84.3,24.2,0,65.6
9.5,-84.25,24.1,0,61.8
9.5,-84.2,24.2,0,58.6
9.5,-84.15,24.4,0,54.1
9.5,-84.1,23.5,0.119,50.5
9.5,-84.05,22.5,0.119,57.3
9.5,-84,20,0.704,66.8
9.5,-83.95,19.6,0.704,67.8
9.5,-83.9,18.3,1.003,66.1
9.5,-83.85,12,1.003,56.6
9.5,-83.8,14.4,0.817,58.8
9.5,-83.75,13.6,0.817,59.4
9.5,-83.7,10.9,0.76,54.1
9.5,-83.65,14,0.76,69.8
9.5,-83.6,11.6,0.642,77.5
9.5,-83.55,9.1,0.642,77.4
9.5,-83.5,2.9,0.78,68.2
9.5,-83.45,8.1,0.78,87.5
9.5,-83.4,9.8,0.877,99.7
9.5,-83.35,12.3,0.877,92.2
9.5,-83.3,14.6,0.834,86.3
9.5,-83.25,10.4,0.834,87.3
9.5,-83.2,12.3,0.845,79
9.5,-83.15,19.2,0.845,83.8
9.5,-83.1,20.4,0.809,77.1
9.5,-83.05,18.6,0.809,66.8
9.5,-83,21,0.986,69.7
9.5,-82.95,21.8,0.986,70.8
9.5,-82.9,21.2,1.021,72.1
9.5,-82.85,21.1,1.021,72
9.5,-82.8,20.3,0.853,73.2
9.5,-82.75,17.6,0.853,70.2
9.5,-82.7,20.3,0.947,72.6
9.5,-82.65,21.8,0.947,72.3
9.5,-82.6,21.4,1.004,72
9.5,-82.55,21.5,1.004,77.9
9.5,-82.5,21.4,,85.3
9.45,-86,26.9,,65.4
9.45,-85.95,26.9,,64.8
9.45,-85.9,26.9,,64.1
9.45,-85.85,27,,63.8
9.45,-85.8,27,,63.4
9.45,-85.75,27,,63
9.45,-85.7,27.1,,62.6
9.45,-85.65,27.1,,61.9
9.45,-85.6,27.1,,61.1
9.45,-85.55,27.1,,60.8
9.45,-85.5,27.2,,60.5
9.45,-85.45,27.2,,60.2
9.45,-85.4,27.2,,59.9
9.45,-85.35,27.2,,59.5
9.45,-85.3,27.3,,59
9.45,-85.25,27.3,,58.9
9.45,-85.2,27.3,,58.8
9.45,-85.15,27.3,,58.1
9.45,-85.1,27.4,,57.5
9.45,-85.05,27.4,,56
9.45,-85,27.4,,54.5
9.45,-84.95,27.5,,53.6
9.45,-84.9,27.5,,52.8
9.45,-84.85,27.5,,55.2
9.45,-84.8,27.4,,57.7
9.45,-84.75,27.4,,59.7
9.45,-84.7,27.2,,61.7
9.45,-84.65,27.1,,62.7
9.45,-84.6,26.9,,63.7
9.45,-84.55,26.7,,62.9
9.45,-84.5,26.4,,62.2
9.45,-84.45,26.1,,60.9
9.45,-84.4,25.8,0,59.7
9.45,-84.35,25.7,0,61.5
9.45,-84.3,25.5,0,63.4
9.45,-84.25,25.4,0,62.7
9.45,-84.2,25.4,0,62.2
9.45,-84.15,24.6,0,64.3
9.45,-84.1,24.2,0.119,61.5
9.45,-84.05,23.5,0.119,57.8
9.45,-84,23.6,0.704,54.5
9.45,-83.95,21.3,0.704,57
9.45,-83.9,20.8,1.003,57.6
9.45,-83.85,19.2,1.003,54.4
9.45,-83.8,14.4,0.817,45.2
9.45,-83.75,13.5,0.817,48.6
9.45,-83.7,16.1,0.76,63.3
9.45,-83.65,16.8,0.76,70.5
9.45,-83.6,15.2,0.642,69.7
9.45,-83.55,11.1,0.642,69
9.45,-83.5,4,0.78,48.4
9.45,-83.45,8.8,0.78,73.6
9.45,-83.4,10,0.877,87.4
9.45,-83.35,10.7,0.877,85.3
9.45,-83.3,11.7,0.834,81.2
9.45,-83.25,10.1,0.834,80.5
9.45,-83.2,17.3,0.845,81.4
9.45,-83.15,10.9,0.845,86.6
9.45,-83.1,14.9,0.809,70.6
9.45,-83.05,19.2,0.809,69
9.45,-83,15.6,0.986,64.7
9.45,-82.95,17.6,0.986,67.4
9.45,-82.9,15,1.021,71.8
9.45,-82.85,17.8,1.021,70.8
9.45,-82.8,20.4,0.853,71.1
9.45,-82.75,19.9,0.853,69.3
9.45,-82.7,20.2,0.947,67.9
9.45,-82.65,21.9,0.947,68.3
9.45,-82.6,21.5,1.004,70.4
9.45,-82.55,21.6,1.004,73.3
9.45,-82.5,21.5,,76.4
9.4,-86,26.9,,64.6
9.4,-85.95,26.9,,63.9
9.4,-85.9,27,,63.2
9.4,-85.85,27,,62.7
9.4,-85.8,27.1,,62.3
9.4,-85.75,27.1,,62.1
9.4,-85.7,27.1,,62
9.4,-85.65,27.2,,61.5
9.4,-85.6,27.2,,60.9
9.4,-85.55,27.2,,60.5
9.4,-85.5,27.2,,60.1
9.4,-85.45,27.3,,59.7
9.4,-85.4,27.3,,59.3
9.4,-85.35,27.3,,59
9.4,-85.3,27.3,,58.7
9.4,-85.25,27.3,,58.7
9.4,-85.2,27.4,,58.7
9.4,-85.15,27.4,,57.8
9.4,-85.1,27.4,,57
9.4,-85.05,27.5,,55.4
9.4,-85,27.5,,53.8
9.4,-84.95,27.5,,53.6
9.4,-84.9,27.5,,53.5
9.4,-84.85,27.5,,58
9.4,-84.8,27.5,,62.8
9.4,-84.75,27.4,,65.1
9.4,-84.7,27.3,,67.4
9.4,-84.65,27.2,,66.7
9.4,-84.6,27.1,,66
9.4,-84.55,26.9,,64.7
9.4,-84.5,26.8,,63.4
9.4,-84.45,26.6,,62.9
9.4,-84.4,26.3,,62.4
9.4,-84.35,26.2,,63.3
9.4,-84.3,26.1,,64.2
9.4,-84.25,26,,66.6
9.4,-84.2,26,,69
9.4,-84.15,23.7,,76.2
9.4,-84.1,24,,73.8
9.4,-84.05,24,,61
9.4,-84,21.9,0,57.2
9.4,-83.95,19.9,0,62.1
9.4,-83.9,17.6,0.213,65
9.4,-83.85,19.3,0.213,54.4
9.4,-83.8,16.5,0.658,48.5
9.4,-83.75,18.7,0.658,55.4
9.4,-83.7,18.4,1.067,63
9.4,-83.65,18.1,1.067,68.9
9.4,-83.6,15.5,1.112,63.4
9.4,-83.55,10.9,1.112,53.3
9.4,-83.5,9.5,1.009,50.2
9.4,-83.45,8.5,1.009,54.7
9.4,-83.4,9.6,0.753,73
9.4,-83.35,9,0.753,70
9.4,-83.3,8.4,0.785,67.7
9.4,-83.25,11.8,0.785,80
9.4,-83.2,11.2,0.809,82.3
9.4,-83.15,9.8,0.809,79
9.4,-83.1,16.2,0.884,67.3
9.4,-83.05,18.8,0.884,66.9
9.4,-83,15,0.932,65.2
9.4,-82.95,18.9,0.932,64.8
9.4,-82.9,16.4,1.063,63.7
9.4,-82.85,14.7,1.063,66.4
9.4,-82.8,17.9,1.093,68.8
9.4,-82.75,18,1.093,66.5
9.4,-82.7,20.2,1.039,64.2
9.4,-82.65,20.3,1.039,65.5
9.4,-82.6,20.7,0.866,67.7
9.4,-82.55,21.5,0.866,69
9.4,-82.5,21.3,0.827,69.1
9.35,-86,26.9,,63.9
9.35,-85.95,27,,63.1
9.35,-85.9,27,,62.3
9.35,-85.85,27.1,,61.9
9.35,-85.8,27.1,,61.6
9.35,-85.75,27.1,,61.7
9.35,-85.7,27.2,,61.8
9.35,-85.65,27.2,,61.7
9.35,-85.6,27.3,,61.6
9.35,-85.55,27.3,,61.3
9.35,-85.5,27.3,,61
9.35,-85.45,27.3,,60.3
9.35,-85.4,27.3,,59.7
9.35,-85.35,27.3,,59.2
9.35,-85.3,27.3,,58.6
9.35,-85.25,27.4,,58.6
9.35,-85.2,27.4,,58.6
9.35,-85.15,27.4,,57.6
9.35,-85.1,27.5,,56.5
9.35,-85.05,27.5,,55.2
9.35,-85,27.5,,53.8
9.35,-84.95,27.5,,55.4
9.35,-84.9,27.5,,56.9
9.35,-84.85,27.5,,61.2
9.35,-84.8,27.4,,65.8
9.35,-84.75,27.4,,67.5
9.35,-84.7,27.3,,69.1
9.35,-84.65,27.3,,69.2
9.35,-84.6,27.2,,69.4
9.35,-84.55,27.1,,68.5
9.35,-84.5,27,,67.6
9.35,-84.45,26.8,,66.9
9.35,-84.4,26.6,,66.2
9.35,-84.35,26.5,,66.3
9.35,-84.3,26.4,,66.5
9.35,-84.25,26.3,,68.4
9.35,-84.2,26.3,,70.3
9.35,-84.15,26,,69
9.35,-84.1,25.7,,67.7
9.35,-84.05,25.7,,61.9
9.35,-84,25.6,,56.5
9.35,-83.95,21.9,,66.8
9.35,-83.9,22.9,0.247,62.2
9.35,-83.85,22,0.247,61.5
9.35,-83.8,20.8,0.617,62.6
9.35,-83.75,18.8,0.617,61
9.35,-83.7,19.2,0.676,68.6
9.35,-83.65,19.6,0.676,80.7
9.35,-83.6,18.4,0.983,79.8
9.35,-83.55,16.3,0.983,75.3
9.35,-83.5,16.6,1.084,79.6
9.35,-83.45,8.8,1.084,47.5
9.35,-83.4,7.9,0.874,41.7
9.35,-83.35,7.3,0.874,44.4
9.35,-83.3,12.2,0.382,67.2
9.35,-83.25,11.4,0.382,71.2
9.35,-83.2,10.8,0.577,74.3
9.35,-83.15,10.8,0.577,77.2
9.35,-83.1,13.7,0.879,73.4
9.35,-83.05,11.8,0.879,77.5
9.35,-83,13.2,0.949,72.8
9.35,-82.95,17.5,0.949,70.9
9.35,-82.9,13.5,1.056,74.4
9.35,-82.85,14.3,1.056,73.2
9.35,-82.8,19.5,1.072,70.6
9.35,-82.75,17.4,1.072,68.7
9.35,-82.7,18.1,1.068,67.2
9.35,-82.65,19.2,1.068,68.6
9.35,-82.6,21.5,0.968,64.5
9.35,-82.55,21.6,0.968,67.9
9.35,-82.5,21.6,0.815,71.8
9.3,-86,27,,63.1
9.3,-85.95,27,,62.2
9.3,-85.9,27.1,,61.4
9.3,-85.85,27.1,,61.1
9.3,-85.8,27.1,,60.9
9.3,-85.75,27.2,,61.3
9.3,-85.7,27.2,,61.7
9.3,-85.65,27.3,,62
9.3,-85.6,27.3,,62.3
9.3,-85.55,27.4,,62.1
9.3,-85.5,27.4,,61.8
9.3,-85.45,27.4,,61
9.3,-85.4,27.4,,60.1
9.3,-85.35,27.4,,59.3
9.3,-85.3,27.4,,58.6
9.3,-85.25,27.4,,58.5
9.3,-85.2,27.4,,58.5
9.3,-85.15,27.4,,57.3
9.3,-85.1,27.5,,56.1
9.3,-85.05,27.5,,54.9
9.3,-85,27.5,,53.8
9.3,-84.95,27.4,,57.1
9.3,-84.9,27.4,,60.6
9.3,-84.85,27.4,,64.7
9.3,-84.8,27.4,,69.1
9.3,-84.75,27.4,,70
9.3,-84.7,27.4,,70.9
9.3,-84.65,27.4,,71.9
9.3,-84.6,27.3,,72.9
9.3,-84.55,27.3,,72.5
9.3,-84.5,27.2,,72.1
9.3,-84.45,27,,71.1
9.3,-84.4,26.9,,70.1
9.3,-84.35,26.8,,69.5
9.3,-84.3,26.7,,68.8
9.3,-84.25,26.6,,70.2
9.3,-84.2,26.5,,71.7
9.3,-84.15,26.4,,70.2
9.3,-84.1,26.2,,68.7
9.3,-84.05,26.1,,66.8
9.3,-84,26,,64.9
9.3,-83.95,25.9,,66.3
9.3,-83.9,25.1,0.247,69.8
9.3,-83.85,23.4,0.247,70.8
9.3,-83.8,21.6,0.617,71.3
9.3,-83.75,18.8,0.617,60.9
9.3,-83.7,19.8,0.676,73.5
9.3,-83.65,20.3,0.676,87
9.3,-83.6,19.7,0.983,90.3
9.3,-83.55,19.9,0.983,89.6
9.3,-83.5,18.7,1.084,83.7
9.3,-83.45,16.5,1.084,67.9
9.3,-83.4,13.7,0.874,53.1
9.3,-83.35,14.1,0.874,56.4
9.3,-83.3,17.9,0.382,59.3
9.3,-83.25,15,0.382,63.3
9.3,-83.2,12.5,0.577,68.6
9.3,-83.15,9,0.577,69.3
9.3,-83.1,12.4,0.879,86.5
9.3,-83.05,10.3,0.879,82.7
9.3,-83,7.3,0.949,72.2
9.3,-82.95,14.3,0.949,77.8
9.3,-82.9,16.4,1.056,76.9
9.3,-82.85,14.8,1.056,75.3
9.3,-82.8,18.2,1.072,70.3
9.3,-82.75,14.6,1.072,70.6
9.3,-82.7,15.3,1.068,69
9.3,-82.65,19.9,1.068,67.2
9.3,-82.6,17.7,0.968,77.7
9.3,-82.55,21.9,0.968,67.3
9.3,-82.5,19.5,0.815,76.6
9.25,-86,27,,62.8
9.25,-85.95,27.1,,62
9.25,-85.9,27.1,,61.3
9.25,-85.85,27.1,,61.1
9.25,-85.8,27.2,,60.9
9.25,-85.75,27.2,,61.1
9.25,-85.7,27.3,,61.2
9.25,-85.65,27.3,,61.5
9.25,-85.6,27.4,,61.8
9.25,-85.55,27.4,,61.9
9.25,-85.5,27.4,,62.1
9.25,-85.45,27.4,,61.5
9.25,-85.4,27.4,,60.9
9.25,-85.35,27.4,,60
9.25,-85.3,27.4,,59.2
9.25,-85.25,27.4,,58.8
9.25,-85.2,27.4,,58.4
9.25,-85.15,27.4,,57.1
9.25,-85.1,27.5,,55.8
9.25,-85.05,27.5,,55.9
9.25,-85,27.5,,55.9
9.25,-84.95,27.5,,59.5
9.25,-84.9,27.4,,63.2
9.25,-84.85,27.4,,65
9.25,-84.8,27.4,,66.8
9.25,-84.75,27.4,,67
9.25,-84.7,27.4,,67.3
9.25,-84.65,27.4,,68.3
9.25,-84.6,27.4,,69.4
9.25,-84.55,27.3,,69.7
9.25,-84.5,27.3,,70
9.25,-84.45,27.1,,70
9.25,-84.4,27,,70.1
9.25,-84.35,26.9,,69.1
9.25,-84.3,26.8,,68.1
9.25,-84.25,26.7,,69.6
9.25,-84.2,26.7,,71.2
9.25,-84.15,26.6,,71.1
9.25,-84.1,26.5,,71.1
9.25,-84.05,26.4,,68.9
9.25,-84,26.4,,66.8
9.25,-83.95,26.4,,69.4
9.25,-83.9,26.3,,72
9.25,-83.85,24.3,,79
9.25,-83.8,23.5,,83
9.25,-83.75,18.9,,67.5
9.25,-83.7,19.6,0.688,71.2
9.25,-83.65,19.8,0.688,81
9.25,-83.6,20.9,0.545,94
9.25,-83.55,20.2,0.545,92.3
9.25,-83.5,20.2,0.409,87.8
9.25,-83.45,19.9,0.409,76.1
9.25,-83.4,17.9,0.805,62.4
9.25,-83.35,17.3,0.805,60.2
9.25,-83.3,19.6,0.797,63.2
9.25,-83.25,16.6,0.797,60.1
9.25,-83.2,18.2,0.832,64.4
9.25,-83.15,12.7,0.832,69.1
9.25,-83.1,9.8,0.674,73.8
9.25,-83.05,6.9,0.674,71.3
9.25,-83,9.7,0.877,86.2
9.25,-82.95,9.6,0.877,84.9
9.25,-82.9,16.1,0.949,87.7
9.25,-82.85,11.4,0.949,84
9.25,-82.8,10,0.897,85.5
9.25,-82.75,14.3,0.897,73.9
9.25,-82.7,12.6,1.022,75.7
9.25,-82.65,16.7,1.022,70.8
9.25,-82.6,16.4,1.13,69.3
9.25,-82.55,19.3,1.13,74.7
9.25,-82.5,19.6,0.975,77.9
9.2,-86,27,,62.4
9.2,-85.95,27.1,,61.8
9.2,-85.9,27.1,,61.1
9.2,-85.85,27.2,,61
9.2,-85.8,27.2,,60.9
9.2,-85.75,27.2,,60.8
9.2,-85.7,27.3,,60.8
9.2,-85.65,27.3,,61
9.2,-85.6,27.4,,61.3
9.2,-85.55,27.4,,61.8
9.2,-85.5,27.5,,62.3
9.2,-85.45,27.5,,62
9.2,-85.4,27.5,,61.7
9.2,-85.35,27.4,,60.7
9.2,-85.3,27.4,,59.7
9.2,-85.25,27.4,,59
9.2,-85.2,27.4,,58.2
9.2,-85.15,27.4,,56.9
9.2,-85.1,27.4,,55.6
9.2,-85.05,27.5,,56.8
9.2,-85,27.5,,58.1
9.2,-84.95,27.5,,61.9
9.2,-84.9,27.5,,66
9.2,-84.85,27.5,,65.3
9.2,-84.8,27.5,,64.5
9.2,-84.75,27.4,,64.2
9.2,-84.7,27.4,,63.9
9.2,-84.65,27.4,,65
9.2,-84.6,27.3,,66
9.2,-84.55,27.3,,67
9.2,-84.5,27.3,,67.9
9.2,-84.45,27.1,,69
9.2,-84.4,27,,70.1
9.2,-84.35,26.9,,68.8
9.2,-84.3,26.8,,67.5
9.2,-84.25,26.8,,69.1
9.2,-84.2,26.8,,70.7
9.2,-84.15,26.8,,72.1
9.2,-84.1,26.7,,73.5
9.2,-84.05,26.7,,71
9.2,-84,26.6,,68.6
9.2,-83.95,26.6,,72
9.2,-83.9,26.6,,75.5
9.2,-83.85,26.5,,82.1
9.2,-83.8,26.3,,90.3
9.2,-83.75,23.6,,92.1
9.2,-83.7,22,0.688,88.7
9.2,-83.65,19.3,0.688,75.9
9.2,-83.6,19.1,0.545,80.7
9.2,-83.55,19,0.545,81.8
